desenvolvedor,total_jogos,avaliacoes_positivas,avaliacoes_negativas,tempo_medio_jogado
Semag Games,1,636,16,1.75
Semaphore,2,613,554,2.94
Semi Sağlam,2,36,30,0.01
Seminaut Game Studios,1,1,1,0.0
Semjon Uglev,1,39,24,0.0
Semka,1,13,12,0.0
Semyon Maximov,1,44,30,0.0
SenRufu Studios,1,14,11,4.78
Sengi Games,1,169,134,2.73
Senmu Studio,1,189,33,3.48
Senpai Media Group,1,4,2,0.0
Senscape,1,4957,1484,8.2
Sensei Games,1,0,3,0.0
Sensen Games,4,108,13,0.0
Senshi.Labs,1,57,39,0.0
Sensitivity Elf,1,30,16,1.7
Sensorama,1,10,4,0.0
Sentinel Studios,1,16,4,0.0
Seong Cho,1,6,1,0.0
"Sep Reds, Ageod",1,114,41,0.05
SepSlither,1,36,6,0.0
September Games,1,800,69,4.13
Septime Studios,1,53,20,0.0
Seraphim Creations,2,67,44,0.09
Serellan LLC,2,2412,3396,2.175
Serenity Forge,7,3710,1108,2.6714285714285713
Serge Kornew,1,580,165,7.65
"SergesChateau, Sergio Castillo",1,5,2,0.0
Sergey Bobrov,4,160,94,0.8475
Sergey Chernenko,1,43,15,0.0
Sergey Domashenkin,1,100,53,3.32
Sergey Dovganovskiy,1,145,159,4.9
Sergey Kalmanovich (aka Red Spot Sylphina),1,10,21,0.0
Sergey Marchenko,1,3,1,0.0
"Sergey Marchenko, Vyacheslav Ozolnieks",1,26,10,5.15
Sergey Mezhakov,1,4,2,0.0
"Sergio Castillo, SergesChateau",1,8,5,0.0
"Sergio Matsumoto, Manon 'Stripes' Potier",2,9,9,0.0
SergioPoverony,1,27,12,0.0
"SergioPoverony, Nick Urs",1,19,6,0.0
Sergiu Bucur,1,70,7,2.15
"Serhii Khramov, Dmytro Pohrebnyi, Ivan Shutko, Illia Ustenko",1,24,8,0.0
Serhii Vitukhin,1,26,12,3.08
Serious Brew,1,764,161,5.92
Serious Bros.,1,755,168,4.43
Serious Games Interactive,5,485,257,2.856
Serious Sim,1,1378,529,5.8
Serious Tangents,1,1,0,0.0
Serj INC,1,4,6,0.0
Serkan Bakar,4,655,230,1.2675
Serzhantov Aleksandr,1,102,34,0.0
Session Seven Team,1,184,26,0.0
Session Studios,1,4,2,0.0
Seth O'Dale,1,11,13,0.0
Seth van Heijster,1,10,0,0.0
Seven Sails Games,3,19,33,2.34
Seven teeth studio,1,2,3,0.0
SevenEagle,1,54,33,0.0
Seventh Heart Studios,1,775,90,0.93
Seventh rank,1,51,9,0.0
Sever,1,1954,73,2.2
"Sever, Schisma Games",1,7790,829,8.07
Sevo Tech,2,2,3,0.0
"Sewer Cat, Heavy Sheep",1,4798,184,2.53
ShaBi,1,143,70,0.08
Shadow Blade Productions,1,74,16,4.03
Shadow Development,1,3,7,0.0
Shadow Factory,1,26,8,0.0
Shadow Glass Studios LLC,1,6,0,0.0
Shadow Knights Studio,1,34,12,0.0
Shadow Masters,1,196,104,0.82
Shadow Motion,1,8,12,0.0
Shadow Planet Productions,1,754,113,2.25
Shadow Tor Studios,2,262,68,1.585
ShadowBlade Games,1,4,0,0.0
ShadowInk Designs,2,4,7,0.0
ShadowShifters,1,81,191,0.22
ShadowWolf Games,3,586,742,0.5266666666666667
Shadowmatic Labs,1,13,7,0.0
Shadowprerequisite,1,23,35,0.03
ShaganovDev,1,48,2,0.0
Shaggy Dwarf,1,9,2,0.0
Shaikonina Games,2,4380,511,1.37
Shaman Games,1,34,27,0.07
Shaman Games Studio,12,1014,414,0.41500000000000004
"Shandong Jerei Digital Technology Co.,LTD.",1,8,16,0.0
Shane Berezowski,1,30,11,0.03
Shane Hillier,1,14,0,4.42
Shane Strunk,1,5,2,0.0
Shanghai Lusion Computer Software Co. Ltd.,1,1,0,0.0
Shanghai SilverMoon Network Technology Co.Ltd,1,9717,1727,7.72
"Shanghai Superpoint Technology Co.,Ltd.",1,21,22,0.17
Shanghai XunXIn,1,68,141,20.78
Shanghai YiJun Network Info Technologies Inc.,2,1,5,0.0
Shanghai huan zhen Info Tech Ltd,1,820,686,12.32
Shangri-La Game Studios Ltd,2,160,148,1.275
Shangshi Studio,1,2426,1627,131.58
Shao Games,1,0,1,0.0
Shao Lei,1,1,0,0.0
Shape Space VR,1,49,6,0.0
SharF Co.,1,81,51,4.1
Shark Fin Games,1,41,2,0.0
Shark Punch,1,328,196,4.18
Shark and Pelican Games,1,115,3,0.0
SharkByte Studio,1,31,6,6.32
SharkFishFish,1,523,153,5.02
SharkGame,2,179,198,0.06999999999999999
SharkGames,1,3,5,0.0
Sharkbird,1,5,0,0.0
Sharkbomb Studios,1,803,317,8.57
Sharkmob AB,1,43433,13651,9.17
Sharpened Edge Studios,1,1378,297,3.37
Shatter Wing Studios,1,13,2,0.0
Shattered Pixel,1,1529,77,12.27
Shatterproof,1,6,2,0.0
"Shavaughn DaCosta, Zygobot",1,15,8,0.0
Shawn Beck,1,562,79,3.13
Shawn Hitchcock,3,38198,6195,2.5233333333333334
Shawn Kilian,1,3,3,0.0
Shawn Perolis,2,52,17,0.0
Shazard G Bansraj,1,32,20,0.0
Shedworks,1,4858,756,7.48
Sheer Studios,3,712,126,0.0
ShenTzu,2,37,3,0.0
ShenZheng,1,0,1,0.0
Shenandoah Studio,3,232,87,2.626666666666667
Shenaniganz Studio,1,13,5,0.0
"Shenzhen Huanjing Technology Co.,Ltd",1,413,178,0.0
"Shenzhen Simeng Technology Co., Ltd.",2,6,15,2.69
Shephf Games,1,29,8,2.93
Sherman3D,1,128,92,4.32
Shevchenko Technology,1,214,55,0.48
Shield Break Studios,1,243,276,4.23
Shieldom Games,1,2,0,0.0
Shifting Dragon Creative Projects,1,6,0,0.0
Shifty Chair Games,1,182,290,0.28
ShiinaYashiro,3,294,36,0.02666666666666667
Shiisanmei,1,11,6,3.75
ShilohGames,2,103,57,0.375
Shimmersoft,1,11,3,0.0
Shimobashira Workshop,1,2393,151,10.08
Shin Tomura,1,6,2,0.0
"Shin'en Multimedia, Piko Interactive",1,21,3,0.0
Shinachiku-castella,1,977,310,9.43
Shindenken,3,26,13,0.0
"Shindenken, EXTREME",1,23,25,0.0
Shine Research,3,70,59,3.0066666666666664
ShineProject,1,34,2,0.0
Shining Gate Software,1,1476,459,2.5
Shining Pixel Studios,1,2358,576,10.17
Shining Rock Software LLC,1,38173,4073,27.73
ShiningCloud Studio,1,130,15,0.0
Shinou Game Studio,1,59,38,0.0
Shinu Real Arts,1,51,10,0.0
Shiny Entertainment,3,369,123,0.35666666666666663
Shiny Shoe,1,20995,873,32.53
Shinypix,1,7,5,0.0
Shiro Games,7,103874,17303,19.09
ShiroKuroSoft,1,18,13,0.0
Shiv,2,731,59,2.76
Shiver Games,4,11070,3457,3.85
Shiying Studio,1,40672,886,4.3
Shmurdik,1,1,3,0.0
Shobhit Dhamania,1,36,2,0.0
Shock &amp; Rockets Games,1,58,3,0.0
Shocktopus Games,1,49,4,0.0
Shockwork Games,2,267,129,0.015
Shoho Games,7,100,104,0.05285714285714286
"Shokunin, Thomas M. Visser, Vincent Thiele",1,9266,539,1.18
Shoor Games,1,26,11,0.58
Shorebound Studios,4,1120,292,2.9924999999999997
ShortRound Games,1,55,22,7.4
ShortStackStudio,3,84,3,0.0
Shortbreak Studios s.c.,3,753,177,0.9766666666666667
Shotgun Surgeons,1,254,39,0.5
Shotgun with Glitters,1,80,31,0.0
Shotx,1,69,43,0.08
Shoujo City Developer,1,265,36,1.08
ShovelGames Inc.,1,5,1,0.0
Shovsoft,1,546,127,1.52
Showbag Entertainment,1,25,2,0.0
Showbit Entertainment,1,2,1,0.0
Shrimasis Rout,1,44,6,0.0
Shrimmeling Studio,1,38,19,0.0
Shrimpcave Industries,1,292,19,4.47
"Shub-Niggurath Games, ShopaLover",1,6,2,0.0
Shubham Rajanwar,1,9,1,0.0
Shugasu GmbH,2,1712,339,238.97500000000002
Shumkov Dmitriy,1,610,1281,0.73
Shun Okabe,1,8,3,0.0
Shy Pixel,1,31,4,0.0
SiBear Games,1,14,9,0.0
SiCzech Arts,2,153,37,0.0
Siactro,1,443,36,1.08
Siberian Mouse,6,728,291,0.09999999999999999
Sibling Rivalry Games,1,0,2,0.0
Sicarius,1,111,45,1.93
"Sichuan Fruit Interactive Technology Co., Ltd.",1,153,96,19.23
Sick Puppies,1,1685,191,2.47
SicklyDove games,1,10,5,0.0
Side B Gaming,1,1,1,0.0
Side Group,1,13,2,0.0
"Side Group, UBERTEAM",1,22,17,0.0
"SideKick, Cavetap",1,3,1,0.0
SideQuestNZ,2,947,161,0.0
Sideby Interactive,1,428,12,0.0
Sideless Cube Studios,1,13,6,0.0
"Sideline Amusements, Gonzo Games",1,102,63,0.0
Sidereal Studio,1,36,13,0.0
Sidhanth Mohite,1,5,15,0.0
Sidhe,1,1209,81,1.6
"Sieben De Beule (Prozilla), David De Beule",1,6,1,0.0
Siege Camp,2,38130,7648,38.875
Siege Games,1,1060,335,17.07
Sierra,7,1984,394,3.972857142857143
Sierra Lee,4,714,38,2.7424999999999997
Sierra On-Line,3,478,97,12.783333333333333
Sig (KN1053),1,1,0,0.0
Sigil Entertainment,1,15,10,0.0
Sigma Games,1,45,43,0.82
Sigma Team Inc.,11,11617,2126,4.833636363636364
SignSine,2,166,55,0.0
Signal Studios,1,1298,158,5.9
"Signal Studios, Krome Studios",1,965,248,3.82
"Signal Studios, Outer Heaven, Eden Industries",1,96,57,0.0
Sigonheart Games LLC,1,1,1,0.0
Sigtrap,1,446,66,3.47
Sigur Studio,1,913,142,3.13
Sigyaad Team,5,4315,206,0.63
Silden,5,722,1364,1.226
Silence Game,1,26,5,0.0
Sileni Studios,1,62,6,23.37
Silent Dreams,6,5993,1801,3.6200000000000006
Silent Parrot Studio,1,6,43,0.0
SilentFuture,4,152,159,1.645
Silentplaygames,1,7,3,0.0
Silesia Games Sp. z o.o.,1,57,122,2.2
Silhouette Valley Games,2,140,34,0.0
Silistre Game,2,16,17,0.0
Silken Sail Entertainment,1,259,8,0.17
Silky Sullivan,1,29,213,5.9
"Silky's Plus Wasabi, Silky’s Plus Alpha",1,155,7,0.0
Sillysoft Games,2,357,85,7.0
Silver Cow Studio,1,89,28,0.0
Silver Dollar Games,3,20365,510,3.6666666666666665
Silver Eye Studios,1,109,14,0.0
Silver Goblet Games,1,12,4,0.0
Silver Legends,1,31,7,0.0
Silver Lemur Games,4,568,98,3.5549999999999997
Silver Machine Studios,3,251,61,1.6233333333333333
Silver Moon Internet,1,33,77,1.98
"Silver Moon Internet, 银月网络",1,89,49,0.0
Silver Spook Games,1,218,37,2.73
Silver Wish Games,1,69,27,0.95
SilverForge,1,204,39,3.65
"Silverlode Interactive, Wasatch Games",1,75,59,0.13
"Silverware Games, Inc.",2,158,50,2.01
Silvestre Gore Art,1,35,10,0.0
"Silvio Mölter, Marcel Mölter",1,354,10,6.37
Sim155 Limited,1,168,179,8.63
SimBin,2,2422,439,6.325
SimBin Studios AB,4,675,102,0.625
SimDevs,1,31,8,0.0
SimProse Studios,7,531,414,3.1457142857142855
SimTex,3,2546,113,2.733333333333333
SimaGames,1,30,1,0.0
Simbryo,1,6,0,0.0
Simogo,2,9890,454,2.44
Simon Blasen,1,1791,189,9.6
"Simon Boxer, Twice Different",1,4398,407,11.78
Simon Christiansen,1,6,1,0.0
Simon Codrington,1,29,8,0.0
Simon Eriksson,1,3,1,0.0
Simon Fredholm,2,2064,492,2.86
Simon Harvey,1,2,3,0.0
"Simon Hischier, Michael Schürmann",1,132,33,0.0
Simon Kaley,1,9,2,0.0
Simon Kattler,1,6,0,0.0
Simon Prefontaine,1,48,20,4.27
Simon Roth,1,463,597,5.75
Simon Says: Play!,2,49,22,0.625
"SimonCreative, STORIA",1,417,24,4.45
Simone Del Signore,1,47,6,0.0
SimonelOfficial,1,2,0,0.0
Simpals LLC,1,19,6,0.0
Simple,1,251,47,0.0
Simple Blue,1,107,12,0.35
SimplePlan,1,92,166,2.43
SimpleWhite Games,1,7,3,0.0
Simplest,1,0,3,0.0
Simpleton,1,227,186,3.17
SimplexCode,1,12,4,0.0
SimplexGameStudio,2,4,9,0.0
SimppleGames,1,27,23,0.0
Simteract,1,976,549,49.93
Simula Games,1,1582,654,9.2
Simulators Gear,1,4,27,0.0
Simulators Live,6,155,180,2.263333333333333
Simulatte,1,9,12,0.0
Simuverse Interactive,2,2014,443,65.26
Sinclair Strange,5,797,263,1.9439999999999997
Sincopar Games,1,4,0,0.0
Sindie Games,1,70,48,0.0
Sinergia Studios,1,4,4,0.0
Singlecore Games,1,127,5,0.0
Singta inc.,2,131,54,0.0
Singularity Lab,1,9,11,0.0
Sinister,1,17,66,0.88
Sinister Cyclops Game Studio,1,17,5,0.0
Sinister Design,2,208,48,2.735
Sinister Systems,1,123,42,4.08
Sinkhole Studio,1,179,30,13.08
Sinking Sheep,1,48,15,0.0
Sinn Studio Inc.,1,463,197,2.78
Sinned Games,7,1427,762,0.24
Sinomod Studios,1,50,3,0.0
SionoiS,1,189,126,0.22
Sir Bedlam Productions,1,769,195,0.93
Sir-Tech,2,404,110,2.6999999999999997
Sir-Tech Canada,1,1005,112,13.1
"Sir-Tech, Madlab Software",1,370,100,163.15
SirGoose,2,163,267,2.79
"SirGoose, Alex",1,15,26,0.0
Siren Heart Studios,1,0,11,0.0
Sirhaian,1,7671,643,1.52
Sirius Games,1,17,2,0.0
Sirius Sam,1,87,14,0.0
Sirlin Games,2,1377,841,6.55
Sisusieni,1,19,1,0.0
Sisyphean Games,1,55,13,0.0
"Six Foot, YAGER",1,4450,2090,28.83
SixString Interactive,1,2,7,0.0
Sixteen Tons Entertainment,7,4223,893,16.38
Sixth Line Studios,1,6,4,7.17
Sixth Vowel,1,161,128,6.93
Siyuan Studio,2,22,24,0.0
Size Five Games,5,2091,547,2.516
Ska Studios,3,22254,2350,7.263333333333333
Skalden,1,2,3,0.0
Skandivania Games,1,106,25,4.28
Skatanic Studios,1,245,238,3.18
Skeleboom Project,1,168,7,23.15
Skelebun Studios,1,4,0,0.0
Skeleton Business,1,90,5,3.98
Skeleton Star Game,1,98,118,0.0
"Skeleton, GuGong",1,318,137,4.85
"Sketchbook Games, Fourth State",1,727,39,4.1
Sketchfab,1,43,19,0.15
Sketchy Logic,1,2055,113,4.5
SketchyNonsense,1,57,1,0.0
Skies Technologies,1,34,111,0.0
Skilltree Studios,1,278,63,2.08
Skinny Jean Death Studios,1,92,23,4.55
"Skinny Jean Death Studios, Porcelain Labs",1,82,17,7.7
Skip Stone Studios,1,33,9,0.0
Skip32,1,7,4,0.0
Skirmish Mode Games,1,3949,540,3.98
"Skobbejak Games, Skermunkel",2,123,149,6.13
Skonec Entertainment,1,55,21,0.0
Skookum Arts,1,5116,171,2.17
Skot Leach,1,29,0,0.0
Skrollcat Studio,1,2468,295,2.35
Skuhataagyall dev,1,78,0,0.0
Skull,1,40,27,0.73
Skull Box Games,3,43,40,0.0
Skullbot Games,1,55,19,0.0
Skullcap Studios,1,12342,4219,4.42
Skunkape Games,2,1994,122,2.3
Skunkape Interactive,1,155,46,3.62
Skunkwerks Kinetic,1,4,14,0.0
Sky Bear Games,2,11,0,0.0
Sky Chair Games,1,8,0,0.0
Sky Coder,1,31,27,0.0
Sky Drake Studios,1,230,549,2.73
Sky Fallen,1,87,67,1.52
Sky Giant Studios,1,7,9,0.0
Sky Haubrich,1,66,40,5.6
Sky Machine Studios,1,69,38,0.0
Sky Ship Studios,1,64,118,9.0
Sky Trail Ltd,1,16,11,0.0
SkyBox Labs,1,584,159,4.67
"SkyBox Labs, Big Huge Games",1,13962,782,18.25
"SkyBox Labs, Ensemble Studios, Forgotten Empires",1,32895,2413,28.83
"SkyCat Games, bumblebee.",1,159,22,7.25
SkyGoblin,4,2142,250,2.985
SkyOne Studios,1,14,0,0.0
SkyReacher Entertainment,2,100,97,0.04
SkyRiver Studios,3,506,173,6.260000000000001
SkyVu,1,122,4,1.05
Skybound Games,1,29969,1072,21.42
"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires",1,97083,4268,40.18
Skyboy Games,1,43,13,3.98
Skydance Interactive,3,9161,1700,6.666666666666667
Skydash studio,1,12,11,0.0
Skydome Entertainment,1,279,108,5.77
Skydome Studios,1,41,21,0.33
Skyhook Games,1,1924,781,5.2
Skyjaz Games,2,119,63,1.335
Skyline Games,2,240,87,0.585
Skymarch Entertainment,1,305,126,0.0
Skyshine Games,1,523,357,4.48
Skywall Studios LLC,1,21717,2463,23.92
Skyward Digital,1,313,68,1.72
Skywind Games,1,207,47,0.92
Slak Games,1,675,117,1.98
Slam Productions Ltd,1,3,4,0.0
Slant Six Games,1,2224,1886,5.43
Slap Kraken,1,22,31,0.0
Slapunas and Jakayaki,1,13,7,0.0
Slashware Interactive,1,16,8,0.0
"Slav Squat Games, CyberPutin2076 Team",1,259,99,0.37
Slava Bushuev,1,89,33,0.0
Slay the Dragon!-Team,1,407,19,0.0
"Sledgehammer Games, Raven Software",2,46295,22095,9.285
SleepNinja Games,1,112,2,0.0
Sleeper Games,1,118,14,0.0
Sleeping Hero,1,45,57,5.92
Sleeping Panda Games,1,54,12,0.0
SleepingMuseum,1,192,2,0.27
Sleepwalking Potatoes,1,64,16,0.0
"Sleepwalking Potatoes, All Those Moments",1,60,12,0.23
Sleepy Duck,3,2660,293,4.05
"Sleepy Sentry, K-Project",1,366,47,0.35
Sleepy Sheep,1,8,3,0.0
Sleepy Studios,1,24,14,5.28
SlicedGames,1,2,0,0.0
Slick Entertainment Inc.,1,228,40,3.32
Slider Games Studio,1,44,0,0.0
Slightly Mad Studios,8,33401,10225,7.583749999999999
Slikey Games,2,314,95,13.06
SlimeNot,1,20,7,0.0
SlimeSmile,3,1958,79,0.0
SlinDev,1,44,15,0.12
Slipgate Ironworks™,3,1139,786,3.9899999999999998
Slipgate Studios,1,6,7,0.0
Slitherine Ltd.,4,5562,761,6.5649999999999995
Sloclap,1,10497,4039,12.58
Sloppy Joe Studios,2,8,1,0.0
Slormite Studios,1,5174,1149,27.27
Sloth Studio,1,43,12,0.03
SlothLadDev,1,3,0,0.0
Slothwerks,1,763,80,22.83
Slothzilla Games,1,33,3,2.8
Sludj Games,1,475,31,1.32
Slug Disco,1,14446,838,17.02
Sluggerfly,2,5566,1018,5.3100000000000005
Slugsoft,1,213,4,0.0
SlyBalto,1,5,0,0.0
Smack Down Productions,1,34,12,0.0
Small Room Games,1,10,5,0.0
"Small Studio by Mac Guff, Atlas V, a_BAHN",1,309,74,0.05
Small Town Studios,1,105,364,0.2
"SmallBü, Pillow Fight",1,2664,101,4.17
SmallSqurriel,1,66,10,0.65
Smart Online Games,1,98,61,0.68
Smart Studio,1,5,1,0.0
Smart Tale Games,2,450,63,10.0
SmartVR Studio,1,58,47,0.0
Smartbig Corportion,1,238,119,18.48
Smarter Games,1,171,30,5.27
Smartly Dressed Games,1,506516,48852,217.37
Smartmove,1,6,11,0.0
Smarto Club,1,892,36,1.38
Smash Game Studios,1,11,11,0.0
Smash The Code,1,64,17,0.0
SmashRiot LLC,1,10,0,0.0
Smee,4,1274,50,8.965
Smilegate Entertainment,2,785,139,0.365
Smilegate RPG,1,143481,58540,105.55
"Smiling Buddha Games, LLC",1,738,88,2.82
"Smiling Cat Entertainment, LTD",1,2,0,0.0
Smiling Dragon RPG Studios,1,2,0,0.0
"SmiteWorks USA, LLC",3,1734,408,144.5
SmokeStab,1,596,97,6.47
Smokey Moose Games,3,131,15,6.523333333333333
Smoking WOLF,1,3816,239,13.17
SmoleVN,1,902,197,1.98
Smoodlez,1,308,145,13.73
Smooth Moov Games,1,0,1,0.0
Smoothbrain Industries,1,7,0,0.0
Smudged Cat Games Ltd,3,1269,207,6.2
Smug Marmot Studios,1,249,37,2.63
Smyowl,1,46,36,24.85
Snack Games,1,9,54,0.0
SnagBox Studio,1,51,11,0.0
Snail Games,1,191,229,1.75
Snail Games USA,3,15735,9361,24.403333333333332
Snail-Ninja Studio,4,981,159,2.7025
Snails Animation,1,220,94,2.67
Snake,1,2,0,0.0
Snakebite Studios,1,31,10,0.0
Snap Finger Click,2,243,89,5.86
Snapshot Games Inc.,2,5445,2020,17.75
Sneaky Bastards,1,732,148,2.45
Sneaky Mammoth,1,50,31,3.3
Sneaky Yak Studio,1,3357,691,8.2
Snikkabo AS,1,179,36,4.03
Snipefish Entertainment,1,29,4,0.17
Snkl Studio,18,1213,620,0.3794444444444445
Snoddasmannen,1,444,42,20.12
"Snood, LLC",1,238,66,0.0
Snoozy Kazoo,1,12156,673,2.72
SnoutUp,3,17907,442,1.3266666666666667
Snow Day Software,2,32,10,0.0
Snow Girl,1,697,348,0.38
Snow Moose Entertainment,1,15,5,0.0
SnowBaby Games,2,1240,575,6.915
SnowBiteGames,1,37,9,5.53
SnowCube I/S,1,31,8,0.0
SnowEagle Entertainment,1,13,4,0.0
SnowFlame,1,6,10,0.0
"SnowFlame, Back To Basics Gaming",2,2048,526,4.11
SnowOwl,1,279,38,0.0
Snowbird Games,3,3554,1681,11.206666666666665
Snowblind Studios,1,7603,1749,8.07
Snowcastle Games,1,419,155,3.78
Snowdon Games,2,41,20,1.615
Snowed In Studios,1,411,195,5.18
"Snowfall, Night Node Software",1,8,15,0.0
Snowforged Entertainment,1,77,56,0.0
Snowhaven Studios,3,35,4,0.0
Snowhound Games,1,2027,688,7.13
Snowrunner Games,1,686,51,3.88
Snowy Ash Games,1,437,25,8.17
Snowy Productions,1,16,11,5.02
So Far So Good,1,4564,163,2.57
SoDigital,2,349,43,4.96
SoSad,1,14,3,0.0
"Soaker / 大貍, MaouCat Studio / 魔王貓工作室, MuGeNeon / 無限",1,15,4,0.0
"Soap Interactive, Lion game Lion",1,65,37,1.25
Soaphog,1,148,180,6.68
Soaring Games,1,28,13,0.0
Soaring Pixels Games,1,622,361,10.3
Sobaka Studio,2,3371,499,2.1100000000000003
Sobek Games,1,5,4,0.0
Soccer Manager Ltd,7,3368,1333,6.702857142857143
Social Loner Studios,1,20,4,1.52
"Soein Studio, ChiEn, 十六椰子",1,6,6,0.0
"SoerGame, Kazakov Studios",1,107,38,3.3
Sofa Mauve Studio Inc.,1,267,82,41.27
Soft Paw Studio,1,1,0,0.0
SoftCoder,1,65,6,0.38
SoftCowGames,1,447,131,23.28
SoftLab-NSK,1,327,233,14.3
SoftPlanet,1,675,42,141.62
SoftStar,1,323,227,0.7
SoftWarWare,1,325,130,9.4
"SoftWarWare, K-Project",1,1684,147,51.2
Softdisk Publishing,1,1,0,0.0
"Softstar Technology (Beijing) Co.,Ltd",1,7451,6871,16.48
Software Geezers,1,4,2,0.0
Softwaves,4,109,137,0.555
Softwaves Mini,7,28,71,0.0
Sogoal,1,71,36,0.0
Soil Hammer Studio,1,1,3,0.0
Soiree Games,1,1,1,0.0
Soirée Pook Studio,1,1,1,0.0
Sokaikan ltd,1,112,21,0.15
Sokolab,1,30,23,0.0
Sokolov Yaroslav Vladimirovich,1,17,9,1.05
Sokpop Collective,38,2850,699,1.1389473684210527
"Sokpop Collective, Sokpop Collective",1,81,16,2.43
"Sokpop Collective, Tom van den Boogaart",2,143,31,0.715
Sol Bot Studios,2,10,3,0.0
Solanimus Games LLC,1,11,11,1.78
Solar Powered Games,1,46,74,0.0
Solar Sail Games Ltd,1,366,120,0.33
SolarByte,1,85,27,0.17
SolarLance,1,100,32,1.43
Solare Games,1,2,6,0.0
Soldak Entertainment,6,1147,217,2.276666666666667
Sole,1,1,1,0.0
Sole Survivor Games,1,1279,453,5.15
Solecismic Software,2,350,70,348.04
Soleil Ltd.,3,48552,9301,9.63
Solest Games,1,290,79,2.6
Solid Core,1,55,10,0.0
Solid Patterns,1,43,65,0.43
Solid Water Studios,1,17,2,0.0
Solid9 Studio,1,46,21,0.0
Solitaire Forever,1,337,46,0.0
Solkitte,1,120,15,0.62
Solo Dev,1,5,5,0.0
Solocub Entertainment,1,6,3,0.0
"Soloweb Studios, Ravens Eye Studio",1,57,40,3.5
Soma Games,3,37,5,0.0
SomaSim,3,5197,1174,11.94
Somber Dawn Studios,1,19,1,0.0
Somber Pixel,2,551,30,0.0
Sombr Studio,1,458,70,2.03
Somer Games,11,488,184,2.1
Something Classic Games LLC,1,224,25,0.18
Something Dark Studios,1,224,324,0.18
Something Edgy,1,80,22,0.0
Something We Made,1,8319,66,4.75
Sometimes You,6,1507,1515,4.498333333333334
Somewhat Software,1,34,7,0.0
Somi,4,3786,770,3.37
Somnium Games d.o.o.,1,197,36,0.18
Somnium Space Ltd.,2,45,51,1.915
Somnova Studios,1,96,35,0.0
Sonalysts,4,953,216,3.8175000000000003
Sonejo Studios,1,28,0,0.0
Sonera Game Studio,1,7,16,4.55
Song Qiang Sheng,1,0,1,0.0
Songquito UG,1,39,42,0.0
Sonic Shield,1,85,64,0.0
Sonic Sloth,1,53,8,6.18
Sonic Team,2,3764,2033,14.935
"Sonic Team, Bitbaboon",1,4654,865,23.22
"Sonic Team, Hardlight",1,4733,3217,4.7
Sonic-Alpha,13,111,59,0.0
Sonoshee,3,1522,120,1.3166666666666667
Sons of Welder,1,22,5,0.0
"Sons of Welder, FM Simple Games Studio",1,21,3,0.0
"Sons of welder, FM Simple Games Studio",1,5,2,0.0
Sonya Fung,1,24,30,0.0
Sonzai Games,1,139,25,0.0
Soobmarinno Games,1,14,4,0.0
Soomi Games,1,6,4,0.0
Sophie Houlden,1,127,1,4.47
SoraPrayer,1,251,76,75.47
Sorath,1,8641,427,6.07
Sos Sosowski,1,3295,621,3.23
SosiskaGames,1,17,4,0.0
Soul Catapult,1,96,105,4.6
Soul Forge,1,99,18,2.75
SoulGame Studio,1,5047,363,14.47
SoulShared Games LLC,1,12,2,0.0
Soulflee,1,162,21,0.0
Souluted Games,1,6,6,0.0
Soulven Games,1,69,30,0.0
Souly Games,1,9,8,0.0
Sound Slide Team,1,400,121,0.0
SoundAndFuryGames,1,1289,175,0.0
"Sounding Stone / 老奉毊, MaouCat Studio / 魔王貓工作室",1,36,1,0.0
"Sounding Stone / 老奉毊, Meijin Zhu / 五月梅花落",1,69,16,0.0
Sourabh P Hamigi,1,16,10,0.0
Source Byte Sp. z o.o.,1,12,7,0.0
"Source Byte Sp. z o.o., Nikodem Świder",1,2,2,0.0
"Source Byte Sp. z o.o., ROOM505, Blacer Studio",1,7,9,0.0
Source Studio Ltd.,1,40,25,1.1
SourceIn Games,1,458,271,2.78
Sourena Game Studio,2,63,162,1.635
South East Games,2,28535,1431,9.47
SouthEdge Studios,1,3,0,0.0
Southend,1,806,365,1.18
Soverance Studios,1,6,18,3.87
Soviet Games,1,71592,3922,28.42
SoyeR,1,51,4,3.48
Soyhan Yazgan,1,26,6,0.0
Space Banana Studio,1,10,8,0.0
Space Boat Studios,3,2059,1533,7.050000000000001
Space Budgie,2,1216,286,0.85
Space Bullet Dynamics Corporation,2,1152,176,1.69
Space Cadet Interactive,1,5,0,0.0
Space Cat Studios,1,199,327,4.67
"Space Cat Studios, SnowFlame, Back To Basics Gaming",1,3029,316,3.58
Space Dog,1,2,0,0.0
Space Dog XR,1,22,5,0.0
Space Fractal,2,56,25,1.86
"Space Fractal, Spitoufs",1,6,1,0.0
"Space Fractal, TempleTiger",1,86,19,3.65
Space Lizard Studio LTD,1,25,3,7.22
Space Mace,1,116,18,2.33
Space Monkey International,4,87,157,4.390000000000001
"Space Mouse, LLC",1,13,0,0.0
Space Onigiri Game LLC,1,1796,182,37.68
Space Plunge,1,140,5,0.0
Space River,1,1,1,0.0
Space Telescope Science Institute,1,61,7,0.0
Space Toast Games,1,26,13,0.0
Space Wagon Games,1,16,1,0.0
"Space Wedgie, LLC",2,528,216,1.69
Space and Frogs,1,0,2,0.0
SpaceCan,1,3177,443,6.27
SpaceMyFriend,1,21,5,0.02
